angDist,_RAJ2000,_DEJ2000,recno,Tycho,more,Name,Dist,chi2,Av,Fbol,Theta*,R*,rho*,M*,Rp,Mp,GaiaDR1,Simbad,_RA,_DE,_RAJ2000_2,_DEJ2000_2,HIP,RAJ2000,DEJ2000,D,dplx,AV,Teff,L,Rad,log(g),T(AV),L(Av),T(ABJ),L(ABJ),Q,X(MIR),X'(MIR),S(MIR),Rmax,L(XS),f(XS),l(XS),G/H,F(U),F(u),F(BT),F(B),F(g),F(Hp),F(VT),F(V),F(r),F(i),F(I),F(z),F(J),F(H),F(Ks),F(W1),F(L),F(W2),F(MA),F(A9),F(W3),F(I12),F(MC),F(MD),F(A18),F(ME),F(W4),F(I25),Gaia
0.005273,296.7421375,34.4195225,156,2664-550-1,*,HD 187123 b,,0.99,0.0,2.0E-8,114.86,,,,,,0,Simbad,296.74214,34.41952,296.74213806,34.41952389,97336,296.742138,34.419524,48.263,0.026,3.994,5725,1.337,1.177,4.292,6275,1.818,0,0.0,0.116,1.155,1.213,1.497,1.173,0.0,0.0,0.0,H,,,1386.203,,,2433.546,2585.255,,,,2376.984,,3535.805,2833.348,1945.945,,,,,184.201,,,,,,,,,Gaia
0.019763,4.5953606,44.0229575,161,2794-157-1,*,GJ 15 A b,3.56,6.42,0.0,4.8E-8,472.89,0.36,,0.38,,0.02,0,Simbad,4.59536,44.02296,4.59535611,44.02295306,1475,4.595356,44.022953,3.562,0.001,0.587,3592,0.022,0.384,4.443,3646,0.023,0,0.0,0.06,0.0,0.0,0.0,1.09,0.0,0.0,0.0,G,,,364.608,,,2068.996,1785.268,2113.605,,,,,,20431.486,16290.351,,8483.044,,,,,,,,,,,,Gaia
0.010923,24.1993422,41.4054567,162,2822-2210-1,*,upsilon And b,,1.53,0.0,6.0E-7,558.55,,,,,,0,Simbad,24.19934,41.40546,24.199345,41.40545889,7513,24.199345,41.405459,13.492,0.003,0.574,6232,3.345,1.571,4.105,6312,3.541,0,0.0,0.027,0.0,0.0,0.0,1.059,0.0,0.0,0.0,H,,,50283.648,,,77460.373,82130.286,83989.283,,100609.236,,,85800.203,67220.224,48098.381,,21505.609,,,,,,,,,,,,Gaia
0.008075,36.7127433,37.5504822,163,2831-594-1,*,WASP-33 b,117.53,2.17,0.0,1.4E-8,61.2,1.55,0.7,1.85,1.6,1.17,1,Simbad,36.71274,37.55048,36.71274611,37.55048194,11397,36.712746,37.550482,117.526,0.028,0.334,7300,5.898,1.52,4.239,7366,6.083,0,0.0,0.021,0.998,0.999,0.233,1.067,0.0,2.0E-6,4.6,G,,,1612.229,,,1947.33,2017.917,,,,,,1479.409,1009.02,686.642,344.76,,181.047,,,32.651,,,,,,,,Gaia
0.011444,39.2579631,42.06263,164,2840-1669-1,*,HD 16175 b,58.35,0.91,0.0,3.2E-8,136.92,1.72,,1.63,,5.1,1,Simbad,39.25796,42.06263,39.25796194,42.06263306,12191,39.257962,42.062633,58.347,0.015,0.406,5864,3.37,1.781,3.961,5919,3.472,0,0.0,0.034,1.037,1.046,1.597,1.092,1.0E-4,2.9E-5,6.0,G,,,2336.828,,,4050.975,4298.365,,,,,,5446.134,4380.261,3038.998,1356.178,,,,273.7,140.833,,,,,,39.551,,Gaia
0.002575,34.1974125,43.7729967,165,2842-200-1,*,HD 13931 b,46.75,1.09,0.0,2.4E-8,123.98,1.25,,1.3,,2.2,1,Simbad,34.19741,43.773,34.19741306,43.77299611,10626,34.197413,43.772996,46.749,0.011,0.858,5802,1.623,1.262,4.237,5913,1.731,0,0.0,0.046,1.131,1.151,2.887,1.133,0.0,0.0,0.0,G,,,1753.181,,,2997.503,3215.906,,,,,,4184.931,3286.245,2335.234,,,,,221.801,,,,,,,,,Gaia
0.041959,40.5887958,38.6186747,166,2845-2243-1,*,HD 16760 b,,2.59,0.0,9.1E-9,84.37,,,,,,1,Simbad,40.5888,38.61867,40.58880806,38.61866806,12638,40.588808,38.618668,45.455,0.107,0.357,5408,0.562,0.855,4.529,5553,0.588,0,0.0,0.111,0.965,0.94,0.057,1.341,0.0,9.0E-6,4.6,H,,,564.192,,,1089.832,1091.7,1225.248,975.498,,,,1698.589,1486.962,1025.016,677.824,,276.561,,,51.701,,,,,,,,Gaia
0.006841,57.0015581,40.5306369,167,2867-1318-1,*,HD 23596 b,52.16,2.84,0.0,3.3E-8,136.81,1.53,,1.47,,9.03,1,Simbad,57.00156,40.53064,57.00155806,40.530635,17747,57.001558,40.530635,52.156,0.014,4.2,5958,2.753,1.559,4.087,6615,3.879,0,0.0,0.039,1.046,1.057,1.854,1.154,1.0E-4,4.6E-5,6.0,G,,,2524.799,,,4189.089,4463.786,,,,,,5411.134,4221.822,2980.784,1340.037,,,,282.199,138.389,,,,,,37.116,,Gaia
0.013157,97.1904647,38.9629631,169,2927-323-1,*,HD 45350 b,,1.53,0.0,2.0E-8,123.59,,,,,,0,Simbad,97.19046,38.96296,97.19046,38.96296306,30860,97.19046,38.962963,48.876,0.035,1.538,5505,1.43,1.317,4.175,5708,1.615,0,0.0,0.031,1.037,1.042,2.028,1.151,1.0E-4,5.7E-5,5.9,H,,,1185.296,,,2300.804,2441.762,2506.247,2945.956,,3454.827,,3695.629,3152.826,2159.387,1024.983,,,,211.099,102.024,,,,,,27.974,,Gaia
0.013503,94.8944831,41.0923058,170,2930-2105-1,*,HD 43691 b,,2.22,0.0,1.6E-8,90.1,,,,,,1,Simbad,94.89448,41.09231,94.89448806,41.09230611,30057,94.894488,41.092306,85.247,0.022,1.331,6071,3.608,1.719,4.013,6273,4.012,0,0.0,0.021,1.007,1.004,0.471,1.043,0.0,1.2E-5,4.6,G,,,1291.299,,,2045.312,2184.255,,,,,,2582.785,1992.966,1392.934,649.706,,366.598,,,65.329,,,,,,,,Gaia
0.002846,91.1247631,44.2604431,171,2937-1747-1,*,HD 40979 b,33.95,0.51,0.0,5.3E-8,165.91,1.21,,1.45,,4.67,1,Simbad,91.12476,44.26044,91.12476306,44.26044389,28767,91.124763,44.260444,33.95,0.01,1.275,6137,1.845,1.203,4.312,6336,2.065,0,0.0,0.025,0.0,0.0,0.0,1.027,0.0,0.0,0.0,G,,,4291.675,,,6752.733,7173.041,6934.639,,,,,8048.006,6407.667,4396.737,,,,,,,,,,,,,,Gaia
0.004626,102.8771506,40.8677569,172,2946-426-1,*,HD 49674 b,42.85,0.53,0.0,1.6E-8,110.26,1.02,,1.03,,0.1,1,Simbad,102.87715,40.86776,102.87715194,40.86775611,32916,102.877152,40.867756,42.851,0.01,0.77,5585,0.904,1.017,4.408,5673,0.954,0,0.0,0.033,0.994,0.989,0.0,1.082,0.0,0.0,22.1,G,,,994.092,,,1890.251,2012.349,,,,,,2940.955,2518.256,1782.914,847.065,,,,136.8,82.547,,,,,,23.876,,Gaia
0.006641,155.5440111,41.2295308,174,3004-578-1,*,HD 89744 b,,0.76,0.0,1.3E-7,258.1,,,,,,0,Simbad,155.54401,41.22953,155.54400889,41.22953,50786,155.544009,41.22953,39.432,0.012,0.115,6292,6.259,2.108,3.865,6279,6.304,0,0.0,0.077,0.946,0.92,0.0,1.138,6.0E-4,9.6E-5,3.8,H,,,11277.862,,,17164.833,18302.202,17726.536,,,,,18217.481,15801.56,11023.778,,,,,942.001,,,,,165.7,,,,Gaia
0.011080,164.8665533,40.4302556,175,3009-2703-1,*,47 UMa b,,0.93,0.0,2.6E-7,402.83,,,,,,0,Simbad,164.86655,40.43026,164.86655694,40.43025694,53721,164.866557,40.430257,14.063,0.004,0.083,5948,1.575,1.183,4.203,5955,1.586,0,0.0,0.038,0.0,0.0,0.0,1.118,0.0,0.0,0.0,H,,9193.5,19223.248,22225.259,,32427.957,34237.602,34755.527,,,,,,,,,,,,,,,,,,,,,Gaia
0.008517,172.12589,43.9665792,179,3015-1137-1,*,HD 99706 b,148.54,6.16,0.0,3.0E-8,197.09,6.29,,1.7,,1.39,1,Simbad,172.12589,43.96658,172.12588806,43.96658111,55994,172.125888,43.966581,148.539,0.033,0.087,4817,20.188,6.46,2.785,4753,19.935,0,0.0,0.033,0.998,0.995,0.294,1.059,5.0E-4,2.6E-5,5.7,G,,,1071.092,,,2809.051,2990.221,,,,,,6843.658,6629.793,4897.004,2504.475,,,,439.901,237.631,,,,,,64.619,,Gaia
0.003414,229.7757583,41.7332061,181,3048-172-1,*,HD 136418 b,106.9,1.54,0.0,2.2E-8,164.34,3.78,,1.48,,2.14,1,Simbad,229.77576,41.73321,229.77575889,41.73320694,74961,229.775759,41.733207,106.896,0.026,0.209,4861,8.448,4.104,3.239,4811,9.038,0,0.0,0.022,1.014,0.0,0.955,1.047,0.0,0.0,0.0,G,,,938.052,,,2304.834,2410.479,2562.264,,,,,,,,,,,,336.3,,,,,,,,,Gaia
0.010534,247.6234106,38.3473078,183,3063-1587-1,*,HD 149026 b,76.68,1.94,0.0,1.4E-8,85.33,1.41,0.72,1.42,0.74,0.38,1,Simbad,247.62341,38.34731,247.62341306,38.34731,80838,247.623413,38.34731,76.678,0.017,0.147,5878,2.499,1.526,4.097,5897,2.526,0,0.0,0.061,0.994,1.021,0.0,1.097,0.0,0.0,8.6,G,371.216,,1099.074,,,1825.743,1959.311,,,,,,2266.148,1781.148,1248.333,597.471,,326.731,,110.6,59.143,,,,,,,,Gaia
0.007315,245.15149,41.0480853,184,3065-1195-1,*,HAT-P-2 b,128.84,1.58,0.0,8.5E-9,61.61,1.71,0.55,1.93,1.2,11.43,1,Simbad,245.15149,41.04809,245.15148806,41.04808389,80076,245.151488,41.048084,128.836,0.032,0.047,6250,4.143,1.738,4.023,6257,4.159,0,0.0,0.096,0.986,0.993,0.0,1.148,0.0,0.0,0.0,G,214.203,,793.28,,899.552,1112.14,1197.025,,,,,,1213.636,890.225,606.36,289.946,,159.291,,,29.397,,,,,,,,Gaia
0.001559,242.6013106,43.817645,185,3067-576-1,*,14 Her b,17.88,3.73,0.0,6.4E-8,243.04,0.93,,0.9,,4.66,1,Simbad,242.60131,43.81764,242.60131,43.817645,79248,242.60131,43.817645,17.879,0.004,0.033,5236,0.655,0.985,4.355,5159,0.657,0,0.0,0.023,0.0,0.0,0.0,1.042,0.0,0.0,0.0,G,,,3219.784,,,7413.095,7828.947,7940.062,,,,,13781.241,12277.218,8676.218,,,,,,,,,,,,,,Gaia
0.005462,309.8873331,42.2485486,192,3161-126-1,*,HD 197037 b,33.32,0.91,0.0,5.1E-8,164.88,1.18,,1.19,,,1,Simbad,309.88733,42.24855,309.88733389,42.24855,101948,309.887334,42.24855,33.318,0.011,56.055,6064,1.701,1.183,4.34,76128,12869.3,0,0.0,0.044,1.081,1.101,2.762,1.157,2.0E-4,1.16E-4,3.8,G,,,4275.892,,,6379.103,6712.794,6801.8,,,,,7828.676,6068.76,4253.343,,,,401.9,356.5,,,,,,,,,Gaia
0.006878,352.8225561,39.2361969,194,3231-323-1,*,14 And b,,3.0,0.0,2.8E-7,663.23,,,,,,0,Simbad,352.82256,39.2362,352.82255806,39.23619806,116076,352.822558,39.236198,79.177,0.021,0.815,4509,68.489,13.58,2.14,4649,72.823,0,0.0,0.131,0.0,0.0,0.0,1.15,0.0,0.0,0.0,H,,,9599.017,,,26312.347,27472.826,29690.935,,,,,98829.891,92704.317,77898.744,,22999.995,,,,,,,,,,,,Gaia
0.010394,142.1666183,45.6014817,203,3425-1596-1,*,HD 81688 b,,1.66,0.0,2.2E-7,552.65,,,,,,0,Simbad,142.16662,45.60148,142.16662194,45.60148306,46471,142.166622,45.601483,85.837,0.033,0.101,4823,51.558,10.298,2.374,4862,52.501,0,0.0,0.053,1.041,1.067,2.154,1.106,0.0084,1.64E-4,3.8,H,,,8602.542,,,22339.816,23664.827,24559.746,,,,,48182.388,50431.276,39951.258,,,,,3549.01,1936.881,,,,843.299,,543.453,,Gaia
0.092327,140.6565706,50.6037306,204,3431-46-1,*,HD 80606 b,65.21,1.71,0.0,7.0E-9,73.99,1.04,1.45,1.15,1.07,4.38,1,Simbad,140.65657,50.60373,140.65653306,50.60372111,45982,140.656533,50.603721,65.213,0.017,0.172,5455,0.894,1.06,4.342,5474,0.904,0,0.0,0.042,0.98,0.972,0.0,1.074,0.0,0.0,0.0,G,,,407.593,,570.199,776.819,871.171,,,,,,1323.391,1122.794,789.824,406.927,,202.391,,,38.186,,,,,,,,Gaia
0.007957,255.6516819,47.0818789,207,3501-1373-1,*,HD 154345 b,18.26,0.95,0.0,5.6E-8,215.91,0.85,,0.71,,0.82,1,Simbad,255.65168,47.08188,255.65168194,47.08188111,83389,255.651682,47.081881,18.261,0.004,0.257,5641,0.561,0.785,4.456,5659,0.574,0,0.0,0.044,0.0,0.0,0.0,1.141,0.0,0.0,0.0,G,,1474.623,3322.208,4111.941,,6471.42,6825.011,7188.262,,,,,,,,,,,,,,,,,,,,,Gaia
0.016056,297.7093619,48.0808614,213,3561-2092-1,*,HAT-P-11 b,37.89,2.21,0.0,5.9E-9,94.63,0.77,2.73,0.88,0.43,0.09,1,Simbad,297.70936,48.08086,297.70936194,48.08085694,97657,297.709362,48.080857,37.889,0.009,0.912,4628,0.259,0.792,4.426,4691,0.271,0,0.0,0.082,1.208,1.239,2.645,1.217,0.0,0.0,0.0,G,,,156.974,,,533.384,541.132,,,,,,1443.073,1438.467,1047.926,,,,,112.4,,,,,,,,,Gaia
0.009029,295.4665525,50.517525,214,3565-1525-1,*,16 Cyg B b,21.22,2.45,0.0,9.0E-8,248.82,1.13,,1.08,,1.78,1,Simbad,295.46655,50.51752,295.46655,50.51752306,96901,295.46655,50.517523,21.222,0.005,0.98,5744,1.264,1.137,4.328,5875,1.369,0,0.0,0.029,1.016,1.011,0.904,1.049,0.0,2.7E-5,3.8,G,,,6465.867,,,10655.15,12103.287,11874.734,,,,,16043.101,13561.257,9194.549,,,,,782.102,,,,,200.801,,,,Gaia
0.013192,354.5012806,48.9965244,216,3646-2286-1,*,HD 222155 b,51.15,0.93,0.0,4.0E-8,168.49,1.85,,1.21,,2.12,1,Simbad,354.50128,48.99652,354.50128306,48.99652111,116616,354.501283,48.996521,51.15,0.014,1.637,5655,3.187,1.863,3.879,5927,3.659,0,0.0,0.029,1.067,1.072,2.472,1.071,0.0,0.0,0.0,G,,,2722.869,,,4742.415,5013.065,5207.435,,,,,7054.859,6007.585,4168.026,,,,,369.099,,,,,,,,,Gaia
0.002942,8.2933114,54.8949858,217,3658-583-1,*,HD 2952 b,110.38,0.6,0.08,1.5E-7,453.47,10.76,,1.97,,1.37,1,Simbad,8.29331,54.89499,8.29331111,54.894985,2611,8.293311,54.894985,110.377,0.048,3.002,4787,52.711,10.57,2.352,5019,63.041,0,0.0,0.05,1.057,1.095,2.865,1.117,0.0085,1.62E-4,3.9,G,,,5005.262,,,13696.184,14471.16,15439.167,,,,,31397.012,31528.257,23568.419,,,,,2241.007,1258.644,,,,544.199,,347.026,,Gaia
0.002244,97.6962833,58.1626336,219,3777-2071-1,*,6 Lyn b,,2.72,0.0,1.4E-7,402.86,,,,,,0,Simbad,97.69628,58.16263,97.69628389,58.16263306,31039,97.696284,58.162633,55.804,0.026,0.648,4987,13.832,4.989,3.02,5039,14.477,0,0.0,0.022,0.0,0.0,0.0,1.037,0.0,0.0,0.0,H,,,6023.193,,,14675.726,15549.031,16286.354,,,,,31166.52,30220.382,22056.188,,,,,,,,,,,,,,Gaia
0.009261,177.8437956,57.6407339,221,3839-846-1,*,HD 102956 b,122.95,5.36,0.0,2.3E-8,166.81,4.41,,1.59,,0.92,1,Simbad,177.8438,57.64073,177.84379806,57.64073611,57820,177.843798,57.640736,122.953,0.029,0.18,4924,10.885,4.54,3.085,4748,10.505,0,0.0,0.024,1.005,1.005,0.484,1.044,3.0E-4,2.3E-5,5.8,G,,,920.083,,,2322.948,2464.355,,,,,,5210.607,5052.426,3620.182,1760.017,,,,323.2,175.672,,,,,,47.42,,Gaia
0.016945,203.5105808,53.7285278,222,3850-458-1,*,HD 118203 b,91.07,6.79,0.0,1.7E-8,105.21,2.06,,1.84,,2.79,1,Simbad,203.51058,53.72853,203.51057306,53.72852889,66192,203.510573,53.728529,91.07,0.024,0.046,5664,4.08,2.101,3.793,5670,4.094,0,0.0,0.04,1.05,1.067,2.227,1.116,2.0E-4,4.3E-5,5.9,G,,,1082.996,,,1973.875,2095.576,,,,,,2871.364,2328.627,1609.646,797.842,,,,154.601,79.488,,,,,,22.241,,Gaia
0.007469,224.2277142,53.3821689,223,3861-267-1,*,HD 132406 b,70.35,1.44,0.0,1.2E-8,88.61,1.34,,1.03,,5.38,1,Simbad,224.22771,53.38217,224.22771306,53.38216694,73146,224.227713,53.382167,70.35,0.021,0.165,5600,1.735,1.401,4.079,5617,1.755,0,0.0,0.117,0.0,0.0,0.0,1.252,0.0,0.0,0.0,G,193.031,358.989,796.942,930.78,,1386.371,1444.453,1515.737,,,,,2006.727,1645.508,1191.051,,,,,,,,,,,,,,Gaia
0.006093,233.8174953,53.9221425,224,3869-494-1,*,HD 139357 b,,1.61,0.0,1.5E-7,501.15,,,,,,0,Simbad,233.8175,53.92214,233.81749694,53.92214389,76311,233.817497,53.922144,118.064,0.035,0.098,4574,63.471,12.704,2.199,4624,64.586,0,0.0,0.055,1.041,1.076,2.003,1.112,0.0095,1.5E-4,3.9,H,,,3921.27,,,13194.702,13680.543,14935.641,,,,,33922.536,37419.67,28942.128,,,,,2652.01,1484.236,,,,643.602,,416.449,,Gaia
0.004263,231.2323942,58.966065,225,3875-1620-1,*,iota Dra b,,7.5,0.0,1.7E-6,1739.51,,,,,,0,Simbad,231.23239,58.96606,231.232395,58.96606611,75458,231.232395,58.966066,31.027,0.003,0.08,4570,57.211,12.083,2.248,4546,58.276,0,0.0,0.064,0.915,0.895,0.0,1.081,0.0,0.0,0.0,H,,,47187.479,,,154269.326,161028.717,175478.484,,284864.184,,,465466.379,525653.98,357874.253,,170825.122,,,,16021.49,15961.226,,,7104.001,,4707.194,,Gaia
0.005712,272.6318336,54.2865533,226,3903-2143-1,*,HD 167042 b,,0.85,0.0,1.3E-7,422.98,,,,,,0,Simbad,272.63183,54.28655,272.631835,54.28655194,89047,272.631835,54.286552,50.226,0.013,0.21,4811,12.393,5.074,2.991,4843,12.604,0,0.0,0.162,0.757,0.69,0.0,1.198,0.0,0.0,0.0,H,,,5314.064,,,13169.206,13960.576,14812.347,,,,,42588.105,38681.202,25347.227,,,,,1774.006,,,,,403.201,,,,Gaia
0.012102,268.4187281,56.391955,227,3910-257-1,*,HD 163607 b,66.94,3.03,0.0,1.8E-8,117.43,1.69,,1.17,,,1,Simbad,268.41873,56.39195,268.41873306,56.39195694,87601,268.418733,56.391957,66.943,0.015,0.315,5436,2.475,1.776,3.894,5417,2.499,0,0.0,0.026,1.018,1.019,1.137,1.054,1.0E-4,2.2E-5,5.8,G,,,1037.115,,,2062.147,2231.019,,,,,,3493.722,2975.089,2067.904,1002.575,,,,184.499,99.702,,,,,,27.212,,Gaia
0.009203,348.9259344,58.0432422,229,4006-19-1,*,HD 240237 b,875.6,11.61,0.31,4.5E-8,378.45,71.23,,8.76,,15.89,1,Simbad,348.92593,58.04324,348.92593194,58.04324,114840,348.925932,58.04324,875.601,0.229,10.604,3761,1052.33,76.511,0.643,4239,1576.24,0,0.0,0.073,1.028,1.023,1.196,1.157,0.1945,1.85E-4,5.7,G,,,267.317,,,1800.693,1667.644,,,,,,14470.659,16653.287,12483.33,7934.449,,,1527.996,1392.0,765.425,,,,368.5,,215.359,,Gaia
0.016287,34.5606719,65.5943581,231,4054-322-1,*,HD 13908 b,79.97,1.96,0.0,2.6E-8,113.68,1.95,,1.79,,,1,Simbad,34.56067,65.59436,34.56066611,65.59436194,10743,34.560666,65.594362,79.969,0.024,7.422,6110,5.097,2.018,3.885,7433,9.706,0,0.0,0.031,1.031,1.035,1.554,1.078,1.0E-4,2.2E-5,5.9,G,,,2160.861,,,3292.15,3526.171,,,,,,4015.026,3235.191,2187.411,973.457,,,,192.6,101.368,,,,,,27.974,,Gaia
0.009195,124.5923875,61.4607194,232,4126-818-1,*,HD 68988 b,59.96,1.43,0.0,1.4E-8,92.03,1.19,,1.28,,1.97,1,Simbad,124.59239,61.46072,124.59238806,61.46072194,40687,124.592388,61.460722,59.956,0.014,0.401,5810,1.543,1.228,4.273,5863,1.59,0,0.0,0.04,1.049,1.062,2.048,1.177,1.0E-4,3.3E-5,7.9,G,,,1006.994,,,1736.039,1864.246,,,,,,2390.498,1929.745,1338.845,637.847,,355.623,,132.7,62.85,,,,,,,,Gaia
0.006346,127.5661278,60.71817,233,4127-2431-1,*,omicron UMa b,,7.38,0.0,1.3E-6,1178.36,,,,,,0,Simbad,127.56613,60.71817,127.566125,60.71816889,41704,127.566125,60.718169,54.915,0.009,0.597,5223,130.934,13.994,2.134,5246,138.063,0,0.0,0.061,0.864,0.856,0.0,1.114,0.0,0.0,0.0,H,,,68143.867,,,148648.175,158819.32,163464.66,,245831.68,,,271074.283,280737.195,185408.848,,,,,,,,,,3563.013,,,,Gaia
0.006566,130.0534069,64.3279361,234,4130-2355-1,*,4 UMa b,,3.48,0.05,5.8E-7,1050.13,,,,,,0,Simbad,130.05341,64.32794,130.05341111,64.32793611,42527,130.053411,64.327936,78.493,0.02,0.776,4488,115.756,17.821,1.919,4550,123.836,0,0.0,0.068,0.962,0.962,0.0,1.148,0.0054,4.6E-5,3.8,H,,,14211.07,,,47188.87,48585.126,52411.172,,93462.598,,,142852.655,159184.199,134998.97,,,,,11039.952,5941.593,,,,2457.997,,1660.971,,Gaia
0.002051,195.4455278,63.6102247,235,4166-541-1,*,HD 113337 b,,1.14,0.0,1.0E-7,200.39,,,,,,0,Simbad,195.44553,63.61022,195.44552889,63.610225,63584,195.445529,63.610225,36.887,0.011,0.118,6399,4.086,1.647,4.087,6410,4.121,0,0.0,0.11,0.972,1.013,0.0,1.165,0.0,0.0,0.0,H,2495.895,4856.025,9886.14,10357.306,,13475.956,14207.031,13583.881,,,,,13418.016,9752.141,6636.368,,,,,549.702,,,,,148.2,,,,Gaia
0.006643,258.0966817,63.3520922,236,4202-656-1,*,HD 156279 b,36.52,2.56,0.0,1.7E-8,121.28,0.95,,0.95,,9.88,1,Simbad,258.09668,63.35209,258.09667806,63.35209306,84171,258.096678,63.352093,36.525,0.009,0.181,5365,0.701,0.97,4.395,5323,0.702,0,0.0,0.027,1.067,1.07,2.486,1.068,0.0,0.0,0.0,G,,,925.181,,,1947.689,2034.714,,,,,,3401.64,2964.148,2071.717,,,,,186.799,,,,,,,,,Gaia
0.004335,279.2214756,61.7025053,237,4215-406-1,*,HIP 91258 b,45.81,1.63,0.0,1.0E-8,90.17,0.89,,0.97,,1.09,1,Simbad,279.22148,61.70251,279.22147806,61.702505,91258,279.221478,61.702505,45.812,0.013,0.311,5448,0.633,0.895,4.46,5482,0.647,0,0.0,0.024,0.0,0.0,0.0,1.035,0.0,0.0,0.0,G,,,544.787,,,1135.428,1204.768,,,,,,1898.84,1628.921,1166.086,,,,,,,,,,,,,,Gaia
0.005017,276.4964056,65.5634803,238,4222-2311-1,*,42 Dra b,,5.36,0.0,4.6E-7,952.0,,,,,,0,Simbad,276.49641,65.56348,276.49640889,65.56348,90344,276.496409,65.56348,96.525,0.019,0.423,4473,137.762,19.571,1.838,4543,145.613,0,0.0,0.057,1.04,1.086,1.797,1.175,0.0339,2.46E-4,3.9,H,,,11424.226,,,38053.936,39201.559,42444.74,,74926.915,,,105411.579,135362.996,97708.075,,,,,9687.042,4919.296,,,,2206.0,,1464.071,,Gaia
0.004765,350.0599142,61.9701281,239,4283-211-1,*,HD 220074 b,276.64,12.09,0.2,2.3E-7,923.7,54.92,,2.2,,16.64,1,Simbad,350.05991,61.97013,350.05991194,61.97012889,115218,350.059912,61.970129,276.636,0.128,12.232,3698,678.905,63.566,0.788,4242,1087.03,0,0.0,0.148,0.885,0.849,0.0,1.121,0.0,0.0,21.3,G,,,1444.863,,,9514.798,8743.863,,,,,,85052.742,115106.529,105082.514,,,,8872.995,8066.983,4300.341,,4205.002,2824.01,1868.002,1736.994,1289.324,,Gaia
0.004981,42.4353639,71.7532306,240,4321-1320-1,*,HD 17156 b,79.82,1.04,0.0,1.5E-8,90.38,1.55,0.53,1.41,1.1,3.51,1,Simbad,42.43536,71.75323,42.435365,71.75323194,13192,42.435365,71.753232,79.82,0.02,3.883,5868,2.755,1.608,4.053,6454,3.754,0,0.0,0.07,1.103,1.131,2.422,1.371,1.0E-4,4.0E-5,8.6,G,,,1072.079,,,1783.527,1914.711,,,,,,2346.866,1851.399,1314.409,591.993,,334.034,,150.2,60.688,,,,,,,,Gaia
0.002308,29.7086956,73.1523844,241,4322-1310-1,*,HD 11755 b,218.34,1.15,0.14,8.9E-8,438.5,20.58,,0.72,,5.63,1,Simbad,29.7087,73.15238,29.70869694,73.15238389,9242,29.708697,73.152384,218.335,0.095,4.817,4229,121.169,20.534,1.786,4525,151.723,0,0.0,0.095,0.983,0.966,0.0,1.17,0.0014,1.1E-5,5.9,G,,,1606.3,,,5767.128,5868.179,,5546.592,,12871.414,,21661.49,27409.427,20889.616,9313.583,,,,1762.005,1006.243,,,,414.6,,275.145,,Gaia
0.005969,59.1512344,74.080035,242,4339-2274-1,*,HD 24064 b,300.33,7.05,0.32,1.4E-7,619.67,40.0,,1.61,,12.89,1,Simbad,59.15123,74.08003,59.15123889,74.08003389,18451,59.151239,74.080034,300.325,0.084,1.598,3986,340.841,38.766,1.227,4063,363.536,0,0.0,0.066,1.053,1.073,2.056,1.133,0.0812,2.38E-4,3.8,G,,,1290.11,,,6670.518,6523.84,,,,,,29901.179,43401.022,37319.039,,,,,3346.009,1894.536,,,,836.199,,544.455,,Gaia
0.007241,77.4029961,69.6394031,243,4346-320-1,*,HD 32518 b,,1.63,0.2,1.2E-7,429.29,,,,,,0,Simbad,77.403,69.6394,77.40299694,69.63940111,24003,77.402997,69.639401,120.627,0.07,1.095,4646,45.312,10.404,2.375,4709,48.202,0,0.0,0.04,0.931,0.915,0.0,1.041,0.0,0.0,0.0,H,,,2882.881,,,8617.069,9072.006,9922.563,,,,,24552.082,25911.942,18177.345,,,,,1595.994,,,,,356.8,,,,Gaia
0.016579,188.0299481,74.4895467,244,4400-99-1,*,HD 109246 b,68.13,3.14,0.0,8.3E-9,72.98,1.07,,1.2,,0.86,1,Simbad,188.02995,74.48955,188.02995306,74.48955111,61177,188.029953,74.489551,68.128,0.015,0.256,5811,1.239,1.1,4.332,5840,1.263,0,0.0,0.042,0.0,0.0,0.0,1.14,0.0,0.0,0.0,G,,277.128,586.985,708.675,,1051.961,1102.817,1148.746,,,,,1494.474,1235.663,866.025,,,,,,,,,,,,,,Gaia
0.003250,229.2745383,71.8239017,245,4414-2315-1,*,11 UMi b,133.86,5.91,0.0,4.5E-7,1035.45,29.79,,2.78,,14.74,1,Simbad,229.27454,71.8239,229.27453611,71.82390111,74793,229.274536,71.823901,133.864,0.088,0.145,4254,257.257,29.569,1.465,4295,261.532,0,0.0,0.044,1.011,1.02,0.72,1.085,0.0479,1.86E-4,3.9,G,,,7485.603,,,32133.615,32070.323,35927.242,,,,,112742.67,149245.057,111771.339,,,,,10529.971,5534.812,,,,2389.997,,1612.732,,Gaia
0.004660,222.6763575,74.1555039,246,4416-1799-1,*,bet UMi b,,2.02,0.0,8.5E-6,4910.83,,,,,,0,Simbad,222.67636,74.1555,222.67636,74.155505,72607,222.67636,74.155505,40.145,0.005,0.116,4097,450.768,42.199,1.159,4113,465.334,0,0.0,0.124,0.847,0.827,0.0,1.181,0.0,0.0,0.0,H,,,99226.295,,,492084.383,488993.778,537803.81,,1176624.397,,,2514712.364,3164462.523,2181375.621,,,,,,85566.331,,,,47130.0,,31561.824,,Gaia
