angDist,_RAJ2000,_DEJ2000,recno,Tycho,more,Name,Dist,chi2,Av,Fbol,Theta*,R*,rho*,M*,Rp,Mp,GaiaDR1,Simbad,_RA,_DE,_RAJ2000_2,_DEJ2000_2,HIP,RAJ2000,DEJ2000,D,dplx,AV,Teff,L,Rad,log(g),T(AV),L(Av),T(ABJ),L(ABJ),Q,X(MIR),X'(MIR),S(MIR),Rmax,L(XS),f(XS),l(XS),G/H,F(U),F(u),F(BT),F(B),F(g),F(Hp),F(VT),F(V),F(r),F(i),F(I),F(z),F(J),F(H),F(Ks),F(W1),F(L),F(W2),F(MA),F(A9),F(W3),F(I12),F(MC),F(MD),F(A18),F(ME),F(W4),F(I25),Gaia
0.017256,224.2014692,74.9009222,247,4417-267-1,*,8 UMi b,162.84,8.07,0.02,6.4E-8,294.33,10.3,,1.44,,1.31,1,Simbad,224.20147,74.90092,224.20147194,74.90092694,73136,224.201472,74.900927,162.841,0.035,0.196,4823,50.692,10.211,2.384,4846,51.678,0,0.0,0.039,1.02,1.022,1.391,1.081,7.0E-4,1.3E-5,5.8,G,,,2268.96,,,5945.653,6270.517,6677.653,,,,,14958.509,12903.275,10421.505,5052.622,,,,896.403,514.639,,,,236.7,,143.338,,Gaia
0.003142,264.1079139,68.3391408,248,4428-1943-1,*,GJ 687 b,4.54,5.14,0.0,3.2E-8,441.8,0.43,,0.45,,0.06,0,Simbad,264.10791,68.33914,264.10791611,68.33914111,86162,264.107916,68.339141,4.545,0.002,0.345,3340,0.02,0.428,4.356,3381,0.021,0,0.0,0.041,0.0,0.0,0.0,1.093,0.0,0.0,0.0,G,,,146.227,,,822.469,699.042,,,,,,,12540.07,10090.913,,5352.439,,,,,,,,,,,,Gaia
0.017970,20.4963067,76.7102886,249,4494-1346-1,*,HD 7924 b,17.01,0.86,0.0,4.2E-8,213.63,0.78,,0.65,,0.02,1,Simbad,20.49631,76.71029,20.49631389,76.71028389,6379,20.496314,76.710284,17.009,0.004,5.832,5190,0.38,0.764,4.602,5886,0.563,0,0.0,0.042,1.014,1.005,0.542,1.1,0.0,2.7E-5,5.9,G,,,2016.633,,3729.291,4464.364,4682.775,4954.774,6053.775,,7870.934,,9021.699,8277.515,5758.78,2644.337,,,,510.998,264.669,,,,,,75.851,,Gaia
0.006330,80.6397183,79.2311506,250,4532-2096-1,*,HD 33564 b,,0.65,0.0,2.4E-7,325.01,,,,,,0,Simbad,80.63972,79.23115,80.63971611,79.23114889,25110,80.639716,79.231149,20.886,0.004,0.656,6421,3.077,1.419,4.214,6637,3.352,0,0.0,0.111,0.0,0.0,0.0,1.285,0.0,0.0,0.0,H,,,21489.523,,,31462.96,33060.037,34948.125,,,,,27295.328,21374.696,18177.345,,9199.998,,,,,,,,,,,,Gaia
0.006119,181.3129953,76.9057353,251,4550-2113-1,*,HD 104985 b,,4.91,0.0,1.6E-7,481.22,,,,,,0,Simbad,181.313,76.90574,181.31299111,76.90573389,58952,181.312991,76.905734,97.087,0.024,0.706,4742,48.854,10.37,2.379,4816,51.32,0,0.0,0.049,1.003,1.005,0.392,1.147,0.0048,9.9E-5,3.8,H,,,5673.183,,,15591.201,16417.36,17402.99,,,,,36115.058,39039.114,32683.643,,,,,2649.007,,,,,639.001,,,,Gaia
0.004245,205.6633411,78.0644378,252,4561-2319-1,*,HD 120084 b,,0.62,0.0,1.4E-7,432.02,,,,,,0,Simbad,205.66334,78.06444,205.663345,78.06443694,66903,205.663345,78.064437,100.705,0.024,0.223,4858,48.081,9.802,2.426,4909,49.114,0,0.0,0.081,0.924,0.89,0.0,1.084,0.0,0.0,0.0,H,,,5245.982,,,13950.815,14808.236,15769.716,,,,,36820.384,37213.452,24838.791,10892.229,,,,2008.996,1126.946,,,,455.099,,309.287,,Gaia
0.010042,354.8368814,77.6322744,253,4606-3584-1,*,gamma Cep b,,2.86,0.0,1.7E-6,1525.31,,,,,,0,Simbad,354.83688,77.63227,354.83687111,77.63227611,116727,354.836871,77.632276,14.102,0.006,1.914,4901,10.239,4.444,3.13,4976,11.771,0,0.0,0.078,1.087,1.159,1.704,1.216,0.0025,2.45E-4,3.9,H,,,60845.264,,,167155.081,176401.93,188722.584,,298289.42,,,345213.934,342215.721,256289.288,,,,,,,14059.512,,,5720.999,,,,Gaia
0.012050,34.7486456,85.7361594,254,4620-542-1,*,HD 12648 b,185.89,0.58,0.01,5.5E-8,275.72,11.02,,0.67,,1.96,1,Simbad,34.74865,85.73616,34.74865389,85.73615611,10800,34.748654,85.736156,185.89,0.042,0.931,4931,57.821,10.433,2.36,5015,61.125,0,0.0,0.047,0.993,0.983,0.0,1.078,0.0017,2.9E-5,5.9,G,,,2207.124,,,5237.929,5511.925,,,,,,12069.473,12086.483,8447.544,4002.366,,,,761.397,423.353,,,,156.0,,118.676,,Gaia
0.009901,7.4994667,-5.7639992,255,4671-94-1,*,HD 2638 b,56.23,4.19,0.0,5.8E-9,77.68,0.94,,0.77,,0.42,1,Simbad,7.49947,-5.764,7.49946694,-5.76400194,2350,7.499467,-5.764002,56.229,0.02,0.167,5053,0.526,0.947,4.359,5068,0.531,0,0.0,0.029,0.0,0.0,0.0,1.045,0.0,0.0,0.0,G,,,231.327,,,551.315,606.601,,,,,,1146.274,1105.35,795.665,,,,,,,,,,,,,,Gaia
0.022688,18.6221694,-5.0473825,256,4683-883-1,*,HD 7449 b,36.85,1.87,0.0,2.7E-8,122.48,0.97,,1.14,,1.38,1,Simbad,18.62217,-5.04738,18.62217389,-5.04738694,5806,18.622174,-5.047387,36.848,0.015,0.427,6000,1.118,0.98,4.477,6060,1.156,0,0.0,0.025,0.0,0.0,0.0,1.043,0.0,0.0,0.0,G,,,2061.706,,,3354.282,3588.421,,,,,,4290.306,3457.005,2456.577,,,,,,,,,,,,,,Gaia
0.015979,38.0392583,-1.0348956,258,4698-1302-1,*,75 Cet b,,1.49,0.0,2.3E-7,561.73,,,,,,0,Simbad,38.03926,-1.0349,38.03925389,-1.03489611,11791,38.039254,-1.034896,81.433,0.037,0.139,4876,44.696,9.381,2.457,4891,45.55,0,0.0,0.091,1.098,1.182,2.739,1.174,0.0116,2.6E-4,3.9,H,,,8746.348,,,23029.239,24395.141,26171.214,,,,,42666.628,48205.873,34764.057,,,,,3522.015,1929.758,,,,838.999,,533.534,,Gaia
0.014865,39.4241711,-3.3961722,259,4701-1094-1,*,81 Cet b,,1.64,0.1,1.9E-7,503.49,,,,,,0,Simbad,39.42417,-3.39617,39.42416806,-3.396175,12247,39.424168,-3.396175,92.507,0.042,0.12,4794,49.218,10.184,2.404,4812,49.9,0,0.0,0.04,0.981,0.99,0.0,1.073,0.0022,4.5E-5,3.8,H,,,6531.708,,,17686.406,18659.643,20073.536,,,28289.564,,42314.413,45279.326,32925.354,,,,,2775.001,1520.208,,,,644.801,,422.243,,Gaia
0.013278,38.8330383,-3.5606036,260,4701-1095-1,*,HD 16141 b,37.29,1.36,0.0,5.0E-8,184.9,1.48,,1.11,,0.26,1,Simbad,38.83304,-3.5606,38.833035,-3.56060194,12048,38.833035,-3.560602,37.294,0.011,0.099,4929,3.051,2.399,3.67,5194,3.092,0,0.0,0.148,0.0,0.0,0.0,1.214,0.0,0.0,0.0,G,,,3427.889,,,6139.31,6566.037,6714.658,,,,,18133.779,,10373.623,,,,,,,,,,,,,,Gaia
0.012230,48.1934883,-1.1961003,261,4708-1423-1,*,HD 19994 b,,0.49,0.0,2.4E-7,355.43,,,,,,0,Simbad,48.19349,-1.1961,48.193485,-1.19610111,14954,48.193485,-1.196101,22.578,0.006,0.526,6060,3.789,1.768,3.99,6145,3.985,0,0.0,0.044,1.04,1.06,1.441,1.139,4.0E-4,1.09E-4,3.8,H,,,19761.813,,,31602.365,33212.635,33933.126,,,,,34110.518,31849.305,21121.777,,,,,1942.009,,,,,423.399,,,,Gaia
0.011034,72.1516042,-5.6740436,262,4748-1630-1,*,HD 30562 b,26.35,1.37,0.0,1.3E-7,283.67,1.61,,1.12,,1.22,1,Simbad,72.1516,-5.67404,72.15160694,-5.674045,22336,72.151607,-5.674045,26.35,0.017,0.865,5490,3.1,1.949,3.794,5602,3.369,0,0.0,0.06,0.0,0.0,0.0,1.107,0.0,0.0,0.0,G,,,9599.017,,,16360.613,17414.192,17808.358,,,,,,,17535.997,,,,,,,,,,,,,,Gaia
0.015802,80.8398489,-2.2776203,263,4757-731-1,*,HD 290327 b,57.04,0.67,0.0,7.3E-9,77.27,0.95,,0.84,,2.43,1,Simbad,80.83985,-2.27762,80.83985306,-2.27761889,25191,80.839853,-2.277619,57.036,0.016,1.929,5532,0.707,0.917,4.493,5819,0.813,0,0.0,0.047,1.013,1.012,0.666,1.106,0.0,2.3E-5,4.6,G,,,424.059,,722.481,835.987,917.283,855.508,1039.504,,1193.511,,1346.754,1118.665,823.248,398.398,,209.793,,,39.075,,,,,,,,Gaia
0.007117,105.0751492,-5.3671614,266,4822-3681-1,*,HD 52265 b,29.79,1.18,0.0,7.9E-8,205.37,1.32,,1.32,,1.16,1,Simbad,105.07515,-5.36716,105.07515111,-5.36716194,33719,105.075151,-5.367162,29.793,0.009,16.998,6049,2.172,1.344,4.239,12467,22.322,0,0.0,0.033,1.037,1.055,1.734,1.101,2.0E-4,7.5E-5,3.8,G,,,6459.915,,,10198.107,10876.855,11041.393,,,,,,9933.446,6961.943,,,,614.999,553.9,,,,,,,,,Gaia
0.031170,120.8694467,-1.1627083,267,4846-68-1,*,HD 66428 b,53.43,1.11,0.0,1.4E-8,98.3,1.13,,1.0,,2.64,1,Simbad,120.86945,-1.16271,120.86943806,-1.16270889,39417,120.869438,-1.162709,53.429,0.013,0.254,5582,1.183,1.165,4.265,5615,1.217,0,0.0,0.063,1.257,1.303,4.176,1.263,0.0,0.0,0.0,G,,,878.672,,,1649.68,1738.214,1805.61,,,,,2425.986,2009.555,1445.208,,,,,154.5,,,,,,,,,Gaia
0.012828,128.5132925,-1.5682144,268,4862-360-1,*,HD 72659 b,51.83,0.75,0.0,2.8E-8,130.75,1.46,,1.43,,3.85,1,Simbad,128.51329,-1.56821,128.51329,-1.56821694,42030,128.51329,-1.568217,51.828,0.013,0.303,5842,2.272,1.474,4.105,5882,2.325,0,0.0,0.034,1.081,1.092,2.528,1.086,0.0,0.0,0.0,G,,,2052.234,,,3440.96,3641.693,,,,,,4563.398,3755.778,2698.55,,,,,236.3,,,,,,,,,Gaia
0.008105,149.02466,-3.8084239,269,4899-942-1,*,HD 86081 b,102.86,0.98,0.0,8.9E-9,71.24,1.58,,1.39,,1.64,1,Simbad,149.02466,-3.80842,149.02465889,-3.80842194,48711,149.024659,-3.808422,102.859,0.024,0.173,5906,2.781,1.595,4.062,5929,2.818,0,0.0,0.035,0.976,0.971,0.0,1.1,0.0,0.0,0.0,G,,,634.785,,,1066.3,1163.331,,,,,,1416.734,1097.236,802.288,411.45,,204.263,,,37.145,,,,,,,,Gaia
0.011947,155.8682083,-0.9022472,270,4905-1374-1,*,24 Sex b,,3.35,0.0,8.3E-8,312.93,,,,,,0,Simbad,155.86821,-0.90225,155.86820806,-0.90224389,50887,155.868208,-0.902244,77.459,0.029,0.292,4930,14.178,5.168,2.972,4955,14.417,0,0.0,0.14,1.05,1.1,1.766,1.25,0.0015,1.03E-4,5.4,H,,,3437.374,,,8495.708,9046.974,,,,,,12181.151,16439.93,12880.433,7130.447,,,1160.001,1155.003,629.655,,,,281.899,,174.567,,Gaia
0.017255,160.7021983,-2.1837567,271,4913-618-1,*,HD 92788 b,34.63,0.92,0.0,3.2E-8,149.51,1.11,,1.15,,3.71,1,Simbad,160.7022,-2.18376,160.70220306,-2.18375611,52409,160.702203,-2.183756,34.635,0.009,0.336,5382,1.135,1.227,4.2,5419,1.16,0,0.0,0.146,0.912,0.985,0.0,1.264,0.0,0.0,0.0,G,433.337,,2117.516,,,3918.137,4200.523,,,,,,5624.557,4910.209,3431.867,,,,272.111,291.6,,,,,,,,,Gaia
0.009697,171.0723269,-1.5290742,272,4923-464-1,*,HD 99109 b,54.95,0.71,0.0,7.1E-9,82.87,0.98,,0.76,,0.44,1,Simbad,171.07233,-1.52907,171.072325,-1.52907611,55664,171.072325,-1.529076,54.948,0.016,0.3,5208,0.642,0.985,4.365,4966,0.63,0,0.0,0.028,1.057,1.068,2.102,1.058,0.0,0.0,0.0,G,,,333.754,,,753.216,815.274,,1048.157,,,,1419.346,1278.498,910.187,,,,,81.4,,,,,,,,,Gaia
0.010256,166.1852278,-2.5132186,273,4924-460-1,*,HD 96063 b,,2.78,0.07,1.8E-8,138.48,,,,,,0,Simbad,166.18523,-2.51322,166.185225,-2.51321806,54158,166.185225,-2.513218,157.978,0.13,0.382,5007,12.8,4.761,3.07,5047,13.144,0,0.0,0.028,0.987,0.973,0.0,1.06,0.0,0.0,22.1,H,,,752.708,,,1688.261,1723.865,1825.677,2303.702,,2940.534,,3628.176,3547.317,2534.723,1189.917,,,,,119.758,,,,,,32.001,,Gaia
0.015316,173.9646789,-4.7556933,275,4933-678-1,*,HD 100777 b,49.36,1.09,0.0,1.2E-8,98.33,1.04,,0.83,,1.03,1,Simbad,173.96468,-4.75569,173.96468111,-4.75569694,56572,173.964681,-4.755697,49.364,0.013,0.188,5415,0.872,1.062,4.351,5361,0.875,0,0.0,0.078,1.101,1.11,2.284,1.373,1.0E-4,6.6E-5,8.6,G,,,697.311,,,1408.379,1490.402,1427.657,1569.012,,2240.919,,2196.283,1944.017,1348.747,629.096,,355.623,,159.1,63.431,,,,,,,,Gaia
0.002267,184.8062125,-3.3197886,276,4943-39-1,*,HD 107148 b,,0.84,0.0,1.7E-8,105.82,,,,,,1,Simbad,184.80621,-3.31979,184.80621194,-3.31978889,60081,184.806212,-3.319789,50.43,0.046,0.217,5674,1.309,1.186,4.296,5737,1.318,0,0.0,0.053,1.095,1.125,3.088,1.305,1.0E-4,1.04E-4,6.1,G,,,1107.202,,1739.507,2053.428,2174.219,2254.363,2642.568,,2997.963,,2879.309,2337.222,1715.262,795.64,,,,188.601,79.708,,,,,,22.655,,Gaia
0.012905,198.1824397,-2.2650372,277,4958-894-1,*,HD 114783 b,,3.28,0.0,2.9E-8,178.81,,,,,,0,Simbad,198.18244,-2.26504,198.18244194,-2.26504,64457,198.182442,-2.26504,20.5,0.012,0.147,5068,0.377,0.798,4.555,4949,0.374,0,0.0,0.023,1.013,1.016,1.266,1.065,0.0,3.2E-5,5.8,H,,,1273.582,,,3062.243,3227.776,3303.877,4293.646,,5176.381,,6201.38,5768.992,4304.577,2028.228,,,,375.401,199.849,,,,,,54.345,,Gaia
0.014846,216.7011711,-5.1777772,279,4983-226-1,*,HD 126614 A b,74.4,2.73,0.0,8.8E-9,82.75,1.32,,1.26,,0.41,1,Simbad,216.70117,-5.17778,216.70116806,-5.17778,70623,216.701168,-5.17778,74.401,0.026,0.385,5362,1.418,1.382,4.082,5401,1.454,0,0.0,0.044,1.09,1.107,2.062,1.09,0.0,0.0,0.0,G,,,439.974,,,973.732,1050.276,,,,,,1638.658,1400.554,999.84,,,,,92.37,,,,,,,,,Gaia
0.043412,221.88635,-0.2814778,280,4986-302-1,*,HD 130322 b,,0.51,0.0,1.8E-8,125.54,,,,,,0,Simbad,221.88635,-0.28148,221.88636194,-0.28147611,72339,221.886362,-0.281476,31.706,0.037,0.321,5374,0.539,0.848,4.512,5395,0.549,0,0.0,0.05,1.189,1.209,3.936,1.196,0.0,0.0,0.0,H,,,973.255,,,1995.628,2124.728,,,,,,3293.732,3050.001,2139.589,,,,,212.9,,,,,,,,,Gaia
0.011362,229.731135,-1.5923886,281,5002-997-1,*,HD 136118 b,52.02,1.1,0.0,4.5E-8,152.88,1.71,,1.84,,15.49,1,Simbad,229.73113,-1.59239,229.73113306,-1.59238611,74948,229.731133,-1.592386,52.017,0.014,1.097,6102,3.718,1.728,4.027,6324,4.12,0,0.0,0.039,1.035,1.048,1.573,1.121,1.0E-4,3.4E-5,5.9,G,,,3696.807,,,5666.039,5977.276,6616.432,,,,,6737.338,5403.809,3839.993,1751.93,,,,346.8,173.581,,,,,,48.035,,Gaia
0.008990,287.7909525,-2.638385,282,5133-750-1,*,HD 179079 b,70.71,1.98,0.0,1.8E-8,111.84,1.7,,1.53,,0.1,1,Simbad,287.79095,-2.63838,287.790955,-2.638385,94256,287.790955,-2.638385,70.706,0.019,4.171,5560,2.812,1.81,3.886,6152,3.795,0,0.0,0.039,1.166,1.202,4.373,1.17,0.0,0.0,0.0,G,,,1160.451,,1816.462,2173.9,2289.303,2458.238,2842.014,,,,3227.664,2815.14,1993.106,,,,,195.5,,,,,,,,,Gaia
0.011254,296.4219775,-0.6966478,283,5146-2250-1,*,HIP 97233 b,99.48,2.68,0.03,3.8E-8,211.19,4.52,,1.35,,,1,Simbad,296.42198,-0.69665,296.42197889,-0.696645,97233,296.421979,-0.696645,99.475,0.029,1.274,4849,11.399,4.791,3.044,4957,12.271,0,0.0,0.037,1.021,1.023,1.191,1.072,3.0E-4,3.1E-5,5.8,G,,,1381.105,,,3742.481,3967.376,,4835.331,,,,8591.882,8308.066,6136.637,2907.48,,,,545.601,297.785,,,,,,82.331,,Gaia
0.014528,303.4993567,-0.8668806,284,5161-868-1,*,HD 192263 b,19.68,1.73,0.0,2.5E-8,175.72,0.74,,0.66,,0.56,1,Simbad,303.49936,-0.86688,303.499355,-0.86687694,99711,303.499355,-0.866877,19.677,0.005,1.432,4955,0.306,0.752,4.532,5077,0.333,0,0.0,0.031,0.0,0.0,0.0,1.047,0.0,0.0,0.0,G,,,1013.507,,,2519.994,2665.038,,,,,,5708.057,5448.789,4065.654,,,,,,,,,,,,,,Gaia
0.006979,325.85375,-7.4082533,287,5221-210-1,*,HD 206610 b,155.65,2.19,0.06,1.6E-8,147.08,4.92,,1.93,,2.56,1,Simbad,325.85375,-7.40825,325.85375194,-7.40825306,107251,325.853752,-7.408253,155.648,0.051,0.315,4768,11.858,5.054,2.992,4654,11.656,0,0.0,0.046,1.038,1.044,1.329,1.151,0.001,8.7E-5,6.1,G,,,540.788,,,1483.063,1553.472,,,,,,3722.96,3680.442,2774.153,1225.51,,,,266.599,130.829,,,,,,34.831,,Gaia
0.032742,332.4181019,-4.6407356,288,5227-1521-1,*,GJ 849 b,8.83,1.79,0.0,1.2E-8,280.12,0.53,,0.65,,1.0,0,Simbad,332.4181,-4.64074,332.41810806,-4.64072889,109388,332.418108,-4.640729,8.83,0.003,0.463,3191,0.038,0.638,3.996,3201,0.038,0,0.0,0.191,0.0,0.0,0.0,1.486,0.0,0.0,0.0,G,,,67.023,,,267.251,231.688,246.958,,,,,5476.314,4789.608,7797.052,,1997.799,,,,,,,,,,,,Gaia
0.010487,344.5647539,-2.3953831,289,5235-1468-1,*,HD 217107 b,20.0,2.8,0.0,8.9E-8,258.69,1.11,,1.0,,1.3,1,Simbad,344.56475,-2.39538,344.56475611,-2.395385,113421,344.564756,-2.395385,20.005,0.006,0.448,5557,1.121,1.144,4.314,5641,1.193,0,0.0,0.102,0.946,0.9,0.0,1.3,0.0,9.0E-6,5.4,G,,,5709.877,,,11190.245,11915.255,9968.364,12590.015,,18759.716,,16706.609,12714.52,10221.872,6216.083,,,,858.498,489.219,,,,175.3,,131.329,,Gaia
0.011592,347.2946964,-2.2607447,290,5242-229-1,*,HD 218566 b,28.73,5.71,0.0,1.3E-8,137.92,0.85,,0.76,,0.2,1,Simbad,347.2947,-2.26074,347.29469806,-2.26074194,114322,347.294698,-2.260742,28.726,0.007,0.376,4543,0.404,1.027,4.18,4671,0.412,0,0.0,0.106,0.0,0.0,0.0,1.194,0.0,0.0,0.0,G,,,427.589,,,1210.708,1200.337,1320.152,,,,,4554.999,,2534.723,,,,,,,,,,,,,,Gaia
0.012145,345.78419,-0.4296247,291,5242-591-1,*,HD 217786 b,56.45,1.48,0.0,2.1E-8,109.06,1.32,,1.43,,,1,Simbad,345.78419,-0.42962,345.78418806,-0.42962194,113834,345.784188,-0.429622,56.447,0.015,0.373,5861,2.009,1.377,4.166,5910,2.067,0,0.0,0.05,1.177,1.206,3.679,1.183,0.0,0.0,0.0,G,,,1591.574,,,2568.5,2734.66,,,,,,3376.668,2779.073,1919.245,,,,,190.1,,,,,,,,,Gaia
0.004263,355.4647083,-5.9857581,292,5258-491-1,*,HD 222582 b,42.32,1.19,0.0,2.3E-8,123.69,1.13,,1.12,,8.37,1,Simbad,355.46471,-5.98576,355.46470806,-5.98575694,116906,355.464708,-5.985757,42.325,0.013,0.143,5747,1.247,1.128,4.318,5767,1.261,0,0.0,0.035,1.121,1.135,3.521,1.124,0.0,0.0,0.0,G,,,1594.508,,,2794.342,2946.479,,,,,,3923.632,3259.117,2263.239,,,,,212.0,,,,,,,,,Gaia
0.007327,4.6744469,-8.0530006,293,5261-789-1,*,HD 1461 b,,1.92,0.0,6.8E-8,217.69,,,,,,0,Simbad,4.67445,-8.053,4.67444889,-8.05300111,1499,4.674449,-8.053001,23.245,0.012,0.129,5484,1.223,1.227,4.221,5607,1.253,0,0.0,0.379,0.0,0.0,0.0,1.846,0.0,0.0,0.0,H,,,4727.448,,,8563.269,9164.385,9528.485,,,,,5949.608,,15414.536,,,,,,,,,,,,,,Gaia
0.127690,5.3055306,-8.2811567,294,5262-825-1,*,HD 1690 b,673.7,6.77,0.07,1.1E-8,149.58,21.66,,1.86,,8.79,1,Simbad,5.30553,-8.28116,5.30549694,-8.28116889,1692,5.305497,-8.281169,673.703,0.281,0.141,4208,150.237,23.094,1.698,4215,151.061,0,0.0,0.041,1.021,1.02,1.24,1.097,0.0127,8.4E-5,5.8,G,,,174.995,,,688.398,702.269,777.363,1146.11,,1676.588,,2829.361,3301.414,2610.541,1336.339,,,,251.6,125.864,,,,,,37.356,,Gaia
0.014877,16.9527625,-8.2337028,295,5273-16-1,*,HD 6718 b,50.66,1.04,0.0,1.2E-8,87.32,0.95,,1.08,,1.68,1,Simbad,16.95276,-8.2337,16.95276,-8.23370611,5301,16.95276,-8.233706,50.662,0.021,0.287,5775,0.901,0.95,4.476,5856,0.934,0,0.0,0.022,0.993,0.987,0.0,1.051,0.0,0.0,0.0,G,,,802.097,,,1381.782,1465.897,1529.762,,,,,1971.916,1640.967,1184.487,,,,,94.01,,,,,,,,,Gaia
0.017830,29.2900319,-10.2424261,296,5278-2314-1,*,HD 11964 b,,3.14,0.0,7.7E-8,269.79,,,,,,0,Simbad,29.29003,-10.24243,29.29002694,-10.24242694,9094,29.290027,-10.242427,32.852,0.02,0.122,4728,3.566,2.818,3.521,4940,3.604,0,0.0,0.09,0.0,0.0,0.0,1.162,0.0,0.0,0.0,H,,,4083.446,,,8792.646,9369.218,9840.652,,,,,25732.875,,19051.556,,,,,,,,,,,,,,Gaia
0.016815,53.2326872,-9.4582586,298,5296-1533-1,*,epsilon Eri b,,1.46,0.0,9.7E-7,1040.95,,,,,,0,Simbad,53.23269,-9.45826,53.23268389,-9.45826194,16537,53.232684,-9.458262,3.216,0.001,0.354,5103,0.323,0.728,4.606,5201,0.335,0,0.0,0.017,0.0,0.0,0.0,1.03,0.0,0.0,0.0,H,,,45438.792,,,106590.766,112125.227,117550.336,,,,,210130.124,204314.861,145858.067,,64350.472,,,,,,,,,,,,Gaia
0.031493,66.6096775,-10.5508189,299,5317-733-1,*,HD 28185 b,39.29,0.79,0.0,2.0E-8,122.42,1.03,,1.02,,5.9,1,Simbad,66.60968,-10.55082,66.60966889,-10.55082111,20723,66.609669,-10.550821,39.288,0.01,0.946,5599,0.956,1.04,4.395,5750,1.019,0,0.0,0.048,1.054,1.073,2.235,1.127,0.0,4.9E-5,5.9,G,,,1317.731,,2089.422,2479.931,2623.635,2593.128,2973.215,,3257.064,,3726.39,3123.92,2238.363,1031.613,,,,204.399,105.27,,,,,,29.374,,Gaia
0.006017,78.1504183,-14.9511108,300,5342-401-1,*,HD 33844 b,105.74,0.88,0.03,4.2E-8,237.2,5.39,,1.84,,2.01,1,Simbad,78.15042,-14.95111,78.15042,-14.95111111,24275,78.15042,-14.951111,105.737,0.031,0.672,4773,13.963,5.472,2.929,4825,14.487,0,0.0,0.053,1.058,1.076,2.524,1.177,6.0E-4,4.5E-5,5.9,G,,,1409.376,,,3909.845,4116.265,,,,,,9394.817,9067.759,7013.43,3280.324,,,,629.702,336.281,,,,181.999,,94.268,,Gaia
0.009065,76.8980892,-13.9864825,301,5342-891-1,*,HD 33142 b,115.98,0.8,0.03,2.1E-8,159.44,3.97,,1.78,,1.5,1,Simbad,76.89809,-13.98648,76.89808889,-13.98648,23844,76.898089,-13.98648,115.979,0.034,1.011,4944,8.754,4.038,3.213,5034,9.292,0,0.0,0.032,1.044,1.049,2.382,1.127,6.0E-4,6.8E-5,6.0,G,,,862.634,,,2105.909,2243.383,2334.661,3020.134,,3809.134,,4618.366,4457.588,3214.626,1507.706,,,,310.999,157.871,,,,,,43.168,,Gaia
0.004061,86.9965642,-8.3277,302,5347-367-1,*,HD 38801 b,91.28,2.77,0.0,1.5E-8,121.22,2.38,,1.64,,12.12,1,Simbad,86.99656,-8.3277,86.99656306,-8.3277,27384,86.996563,-8.3277,91.276,0.025,8.325,5184,3.9,2.452,3.639,6198,7.015,0,0.0,0.026,0.988,0.984,0.0,1.047,0.0,0.0,0.0,G,,,709.622,,,1616.589,1693.961,1866.482,2301.581,,2785.007,,3037.304,2894.01,2052.724,953.052,,,,,97.612,,,,,,25.963,,Gaia
0.012994,95.0596806,-10.7250092,303,5367-701-1,*,HD 44219 b,52.83,1.4,0.0,2.3E-8,122.8,1.39,,1.12,,,1,Simbad,95.05968,-10.72501,95.05967694,-10.72500889,30114,95.059677,-10.725009,52.834,0.013,5.161,5759,1.981,1.416,4.164,6545,2.969,0,0.0,0.039,0.987,0.979,0.0,1.105,1.0E-4,3.5E-5,5.8,G,,,1561.086,,2439.081,2774.084,2924.848,2988.298,3651.121,,4018.151,,3970.894,3344.259,2387.429,1107.431,,,,210.6,109.019,,,,,,25.513,,Gaia
0.011216,124.5997794,-12.63217,305,5435-2991-1,*,HD 69830 b,,1.42,0.0,1.2E-7,318.2,,,,,,0,Simbad,124.59978,-12.63217,124.59978,-12.63217306,40693,124.59978,-12.632173,12.494,0.004,0.781,5853,0.495,0.685,4.775,5870,0.528,0,0.0,0.404,0.0,0.0,0.0,1.774,0.0,0.0,0.0,H,,,6820.666,,,13687.357,14564.76,14908.154,,,,,7153.002,,17375.226,,,,,,,,,,,,,,Gaia
0.007017,143.7113981,-12.1295467,306,5469-1000-1,*,HD 82943 b,,1.14,0.0,6.4E-8,193.68,,,,,,1,Simbad,143.7114,-12.12955,143.7114,-12.12954611,47007,143.7114,-12.129546,27.668,0.008,0.246,5958,1.486,1.146,4.345,5991,1.515,0,0.0,0.042,1.003,1.005,0.217,1.094,1.0E-4,7.9E-5,3.8,G,,,4705.728,,,8060.455,8592.179,,,,,,9974.435,8171.466,6052.439,,,,,515.199,,,,,113.1,,,,Gaia
0.012334,150.1988356,-9.5166789,307,5480-20-1,*,BD -08 2823 b,41.18,2.17,0.0,4.7E-9,80.67,0.71,,0.5,,0.04,1,Simbad,150.19884,-9.51668,150.19883889,-9.51668,49067,150.198839,-9.51668,41.182,0.01,0.672,4699,0.229,0.724,4.537,4794,0.238,0,0.0,0.034,0.0,0.0,0.0,1.057,0.0,0.0,0.0,G,,,137.223,,,378.651,379.231,413.641,,,,,1072.725,,737.786,,,,,,,,,,,,,,Gaia
