angDist,_RAJ2000,_DEJ2000,recno,Tycho,more,Name,Dist,chi2,Av,Fbol,Theta*,R*,rho*,M*,Rp,Mp,GaiaDR1,Simbad,_RA,_DE,2MASS,RAJ2000,DEJ2000,errHalfMaj,errHalfMin,errPosAng,Jmag,Hmag,Kmag,e_Jmag,e_Hmag,e_Kmag,Qfl,Rfl,X,MeasureJD
0.404360,1.5798958,-49.0751861,429,8025-341-1,*,HD 142 b,,1.19,0.0,1.4E-7,259.4,,,,,,0,Simbad,1.5799,-49.07519,00061921-4904307,1.580063,-49.075211,0.090,0.090,90,4.690,4.646,4.474,0.254,0.076,0.024,DEA,311,0,2451750.9464
4.144399,1.5798958,-49.0751861,429,8025-341-1,*,HD 142 b,,1.19,0.0,1.4E-7,259.4,,,,,,0,Simbad,1.5799,-49.07519,00061919-4904348,1.579980,-49.076336,0.110,0.110,90,7.527,5.246,5.266,,0.076,0.057,UEA,011,0,2451750.9464
0.171710,13.7995414,-47.4059656,430,8031-1-1,*,HD 5388 b,53.02,0.76,0.0,5.4E-8,163.2,1.86,,2.19,,,1,Simbad,13.79954,-47.40597,00551187-4724213,13.799485,-47.405937,0.070,0.060,90,5.795,5.524,5.441,0.019,0.036,0.024,AAA,111,0,2451439.6887
0.061636,24.354305,-45.6778814,431,8040-72-1,*,WASP-18 b,126.47,0.48,0.0,5.1E-9,47.28,1.29,0.97,1.46,1.2,11.44,1,Simbad,24.3543,-45.67788,01372503-4540404,24.354311,-45.677898,0.060,0.060,90,8.409,8.231,8.131,0.018,0.055,0.027,AAA,111,0,2451417.8256
0.786839,32.6081144,-50.8237561,432,8048-1022-1,*,GJ 86 b,11.25,3.06,0.0,9.9E-8,320.07,0.77,,0.93,,4.42,0,Simbad,32.60811,-50.82376,02102587-5049258,32.607810,-50.823860,0.160,0.160,0,4.785,4.245,4.125,0.248,0.280,0.036,DDE,331,0,2451476.6973
0.075991,36.7754044,-50.2845306,433,8055-876-1,*,WASP-117 b,156.37,0.52,0.0,2.3E-9,36.31,1.22,1.0,1.29,1.06,0.3,1,Simbad,36.7754,-50.28453,02270610-5017042,36.775432,-50.284519,0.060,0.060,90,9.143,8.860,8.780,0.022,0.024,0.021,AAA,222,0,2451465.7140
0.066039,39.8976811,-50.0080208,434,8056-948-1,*,WASP-99 b,154.77,0.59,0.06,4.6E-9,49.39,1.64,0.39,1.21,1.02,2.43,1,Simbad,39.89768,-50.00802,02393544-5000288,39.897688,-50.008003,0.070,0.060,0,8.436,8.129,8.088,0.023,0.033,0.024,AAA,111,0,2451465.8229
0.183940,40.6394442,-50.8002933,435,8056-1164-1,*,iota Hor b,17.37,1.03,0.0,1.8E-7,302.68,1.13,,1.34,,2.27,1,Simbad,40.63944,-50.80029,02423346-5048008,40.639430,-50.800243,0.160,0.160,0,4.750,4.323,4.138,0.262,0.214,0.036,DCE,331,0,2451465.8429
0.217433,66.2112792,-50.6221917,436,8075-1657-1,*,HD 28254 b,,2.15,0.0,2.3E-8,129.78,,,,,,0,Simbad,66.21128,-50.62219,04245071-5037196,66.211312,-50.622135,0.070,0.060,0,6.395,6.133,6.006,0.026,0.031,0.029,AAA,111,0,2451483.8329
4.219475,66.2112792,-50.6221917,436,8075-1657-1,*,HD 28254 b,,2.15,0.0,2.3E-8,129.78,,,,,,0,Simbad,66.21128,-50.62219,04245026-5037202,66.209438,-50.622288,0.070,0.060,0,7.597,7.387,6.821,0.154,0.329,0.301,BDD,111,0,2451483.8329
0.079756,100.0071958,-48.5419561,437,8108-493-1,*,HD 48265 b,89.77,1.56,0.0,1.6E-8,106.65,2.06,,1.9,,,1,Simbad,100.0072,-48.54196,06400172-4832309,100.007206,-48.541935,0.060,0.060,0,6.842,6.529,6.449,0.021,0.061,0.020,AAA,111,0,2451509.8594
0.049875,117.4150292,-52.12044,438,8146-86-1,*,KELT-15 b,369.95,0.2,0.02,8.7E-10,22.43,1.78,0.51,2.06,1.74,1.31,1,Simbad,117.41503,-52.12044,07493960-5207136,117.415037,-52.120453,0.060,0.060,90,10.205,9.919,9.854,0.024,0.023,0.025,AAA,222,0,2451527.7931
0.072390,147.5104031,-49.7902669,439,8189-1278-1,*,HD 85390 b,33.3,1.57,0.0,1.2E-8,112.12,0.8,,0.54,,0.11,1,Simbad,147.5104,-49.79027,09500249-4947250,147.510404,-49.790287,0.060,0.060,90,7.012,6.612,6.491,0.024,0.033,0.023,AAA,111,0,2451558.6926
0.053002,178.2207431,-50.2928228,440,8224-925-1,*,HD 103197 b,56.38,2.95,0.0,5.4E-9,72.88,0.88,,0.8,,0.09,1,Simbad,178.22074,-50.29282,11525298-5017342,178.220756,-50.292835,0.060,0.060,90,7.916,7.600,7.426,0.023,0.051,0.027,AAA,111,0,2451621.5899
0.089686,203.1064808,-47.2713636,441,8265-2722-1,*,HD 117618 b,38.17,0.79,0.0,3.6E-8,145.78,1.2,,1.17,,0.19,1,Simbad,203.10648,-47.27136,13322555-4716168,203.106475,-47.271339,0.060,0.060,0,6.098,5.843,5.737,0.020,0.029,0.021,AAA,111,0,2451323.5325
0.121088,247.0720194,-46.3176283,442,8312-3251-1,*,HD 148156 b,57.15,0.98,0.0,2.2E-8,105.64,1.3,,1.99,,,1,Simbad,247.07202,-46.31763,16281729-4619034,247.072062,-46.317612,0.060,0.060,90,6.688,6.489,6.397,0.018,0.024,0.023,AAA,111,0,2451318.6845
0.157973,237.4070483,-49.9635247,443,8317-525-1,*,HD 330075 b,45.66,0.96,0.0,6.1E-9,85.83,0.84,,0.47,,0.48,1,Simbad,237.40705,-49.96352,15493770-4957486,237.407112,-49.963509,0.060,0.060,90,7.725,7.253,7.171,0.026,0.027,0.020,AAA,111,0,2451341.6783
0.138129,259.9641692,-48.5493178,444,8345-4656-1,*,HD 156411 b,,1.16,0.0,5.8E-8,190.02,,,,,,0,Simbad,259.96417,-48.54932,17195139-4832576,259.964155,-48.549355,0.070,0.060,0,5.563,5.241,5.170,0.018,0.031,0.021,AAA,111,0,2451761.4723
0.370781,262.1664358,-46.8951925,445,8346-37-1,*,GJ 674 b,,3.38,0.0,2.4E-8,399.6,,,,,,0,Simbad,262.16644,-46.89519,17283991-4653424,262.166316,-46.895130,0.060,0.060,90,5.711,5.154,4.855,0.019,0.033,0.018,AAA,111,0,2451374.6818
0.152753,262.5466858,-51.6369775,446,8354-785-1,*,GJ 676 A b,15.86,4.85,0.0,1.1E-8,203.01,0.69,,0.73,,4.96,1,Simbad,262.54669,-51.63698,17301119-5138132,262.546646,-51.637012,0.060,0.060,90,6.711,6.082,5.825,0.020,0.024,0.029,AAA,111,0,2451702.6104
0.117514,266.0362547,-51.8340514,447,8355-436-1,*,mu Ara b,,2.95,0.0,2.3E-7,401.18,,,,,,0,Simbad,266.03625,-51.83405,17440870-5150027,266.036252,-51.834084,0.290,0.290,90,4.158,3.724,3.683,0.284,0.206,0.246,DCD,333,0,2451694.6037
0.163396,284.5483069,-47.0032367,448,8378-64-1,*,KELT-10 b,,0.44,0.0,1.3E-9,28.37,,,,,,0,Simbad,284.54831,-47.00324,18581160-4700116,284.548373,-47.003242,0.060,0.060,90,9.693,9.388,9.338,0.023,0.023,0.023,AAA,222,0,2451749.5183
0.135027,309.5112131,-48.4620322,449,8411-1384-1,*,WASP-88 b,482.05,1.08,0.12,6.9E-10,17.35,1.8,0.23,0.94,1.46,0.42,1,Simbad,309.51121,-48.46203,20380268-4827434,309.511192,-48.462067,0.070,0.070,90,10.568,10.386,10.322,0.022,0.024,0.019,AAA,222,0,2451438.5930
0.042622,323.3915639,-49.0090053,450,8431-60-1,*,GJ 832 b,,7.62,0.0,3.8E-8,457.89,,,,,,1,Simbad,323.39156,-49.00901,21333397-4900323,323.391555,-49.008995,0.080,0.080,90,5.349,4.766,4.501,0.032,0.256,0.018,ADE,131,0,2451440.5143
0.126607,337.4572225,-48.0030589,451,8442-960-1,*,WASP-95 b,140.79,0.87,0.0,2.6E-9,40.8,1.23,1.09,1.46,1.23,1.44,1,Simbad,337.45722,-48.00306,22294972-4800111,337.457189,-48.003086,0.080,0.080,0,8.936,8.628,8.564,0.029,0.024,0.025,AAA,112,0,2451416.8150
0.291660,337.7515267,-49.4332714,452,8449-868-1,*,HD 213240 b,41.39,2.03,0.0,4.9E-8,169.93,1.51,,1.57,,5.58,1,Simbad,337.75153,-49.43327,22310039-4925597,337.751651,-49.433266,0.060,0.060,90,5.708,5.482,5.354,0.018,0.023,0.020,AAA,111,0,2451416.8237
0.176630,343.4080486,-48.5982861,453,8450-1093-1,*,tau Gru b,,1.95,0.0,9.9E-8,244.44,,,,,,0,Simbad,343.40805,-48.59829,22533792-4835539,343.408010,-48.598328,0.100,0.090,0,5.008,4.687,4.612,0.037,0.076,0.020,EEA,111,0,2451442.6884
0.075837,6.0844914,-56.6500494,454,8468-177-1,*,HD 2039 b,86.92,1.13,0.03,6.8E-9,63.88,1.19,,1.23,,6.29,1,Simbad,6.08449,-56.65005,00242028-5639001,6.084513,-56.650032,0.060,0.060,90,7.912,7.652,7.549,0.019,0.059,0.026,AAA,111,0,2451471.5381
0.144162,25.6221444,-53.7408311,455,8475-527-1,*,HD 10647 b,,0.59,0.0,1.6E-7,290.6,,,,,,1,Simbad,25.62214,-53.74083,01422932-5344271,25.622183,-53.740864,0.290,0.290,0,4.791,4.399,4.340,0.226,0.234,0.276,DDD,333,0,2451475.6851
0.134004,24.6044039,-55.7720864,456,8478-1241-1,*,WASP-97 b,145.98,0.36,0.02,1.6E-9,34.3,1.08,1.34,1.18,1.14,1.36,1,Simbad,24.6044,-55.77209,01382504-5546194,24.604338,-55.772083,0.070,0.060,90,9.407,9.070,9.030,0.023,0.022,0.029,AAA,222,0,2451477.5626
0.228310,54.9295667,-52.9158381,457,8500-534-1,*,HD 23079 b,33.17,1.57,0.0,3.9E-8,150.64,1.07,,1.12,,2.61,1,Simbad,54.92957,-52.91584,03394311-5254570,54.929666,-52.915859,0.060,0.060,90,6.030,5.814,5.705,0.018,0.018,0.020,AAA,111,0,2451469.7469
0.166359,62.3152844,-53.3736928,458,8502-1934-1,*,GJ 163 b,,5.66,0.0,3.0E-9,145.2,,,,,,0,Simbad,62.31528,-53.37369,04091567-5322254,62.315307,-53.373737,0.070,0.060,0,7.948,7.428,7.135,0.026,0.040,0.021,AAA,111,0,2451483.7027
0.058935,65.1960297,-59.4108383,459,8508-1724-1,*,HD 27894 b,,1.23,0.0,6.3E-9,90.84,,,,,,0,Simbad,65.19603,-59.41084,04204705-5924390,65.196050,-59.410851,0.070,0.070,90,7.639,7.174,7.071,0.019,0.027,0.026,AAA,111,0,2451611.5093
0.149372,64.120955,-59.3021558,460,8508-2041-1,*,epsilon Ret b,,3.52,0.0,5.6E-7,901.71,,,,,,0,Simbad,64.12095,-59.30216,04162902-5918078,64.120919,-59.302193,0.300,0.290,90,2.374,1.814,1.745,0.236,0.184,0.218,DCD,333,0,2451486.7649
0.150672,70.4765564,-58.0207567,461,8515-1843-1,*,HD 30177 b,54.27,1.39,0.0,1.2E-8,97.18,1.13,,0.93,,9.46,1,Simbad,70.47656,-58.02076,04415438-5801146,70.476608,-58.020725,0.070,0.060,0,7.150,6.829,6.715,0.035,0.053,0.027,AAA,111,0,2451488.7131
0.098535,116.9571658,-54.264145,462,8553-2637-1,*,HD 63765 b,32.37,0.82,0.0,1.7E-8,118.74,0.83,,0.65,,0.53,1,Simbad,116.95717,-54.26414,07474972-5415509,116.957205,-54.264160,0.060,0.060,90,6.768,6.442,6.316,0.024,0.027,0.021,AAA,111,0,2451524.8547
0.042724,175.8754719,-58.0068828,463,8638-692-1,*,HD 101930 b,29.84,1.84,0.0,1.6E-8,133.53,0.86,,0.57,,0.25,1,Simbad,175.87547,-58.00688,11433011-5800248,175.875491,-58.006889,0.060,0.060,90,6.645,6.259,6.147,0.019,0.047,0.026,AAA,111,0,2451573.8422
0.211280,176.2102539,-58.7037106,464,8642-742-1,*,HD 102117 b,39.5,0.86,0.0,2.9E-8,144.59,1.23,,1.06,,0.17,1,Simbad,176.21025,-58.70371,11445043-5842134,176.210146,-58.703728,0.060,0.060,90,6.224,5.949,5.833,0.023,0.031,0.020,AAA,111,0,2451573.8515
0.094741,209.3218283,-56.0400442,465,8668-674-1,*,HD 121504 b,41.25,0.88,0.0,2.6E-8,120.36,1.07,,1.62,,1.51,1,Simbad,209.32183,-56.04004,13571724-5602242,209.321863,-56.040062,0.060,0.060,90,6.557,6.224,6.124,0.093,0.036,0.017,AAA,111,0,2451348.5698
0.040049,257.8155092,-56.6807972,466,8735-1682-1,*,HD 154857 b,64.29,1.57,0.0,3.6E-8,166.75,2.3,,1.96,,2.45,1,Simbad,257.81551,-56.6808,17111571-5640508,257.815489,-56.680798,0.060,0.060,90,5.938,5.588,5.509,0.018,0.038,0.018,AAA,111,0,2451390.6548
0.108282,257.5204617,-56.4492697,467,8735-1768-1,*,HD 154672 b,62.04,1.22,0.0,1.4E-8,98.92,1.32,,1.18,,5.37,1,Simbad,257.52046,-56.44927,17100491-5626574,257.520474,-56.449299,0.060,0.060,90,7.013,6.699,6.612,0.029,0.046,0.023,AAA,111,0,2451684.6376
0.018369,319.9496103,-58.1488811,468,8805-131-1,*,WASP-73 b,363.39,0.65,0.03,1.9E-9,32.62,2.55,0.21,2.52,1.42,2.86,1,Simbad,319.94961,-58.14888,21194790-5808559,319.949610,-58.148876,0.070,0.070,0,9.352,9.073,9.028,0.024,0.022,0.021,AAA,222,0,2451490.5821
0.100107,341.6531458,-56.5995331,469,8826-247-1,*,HD 215497 b,40.59,4.74,0.0,8.7E-9,97.76,0.85,,0.67,,0.02,1,Simbad,341.65315,-56.59953,22463675-5635584,341.653133,-56.599560,0.070,0.070,90,7.339,6.917,6.784,0.024,0.053,0.024,AAA,111,0,2451751.7525
0.076286,352.8347414,-58.2097322,470,8838-463-1,*,HD 221287 b,,2.2,0.0,2.0E-8,96.23,,,,,,1,Simbad,352.83474,-58.20973,23312032-5812350,352.834704,-58.209740,0.070,0.060,0,6.843,6.616,6.569,0.020,0.033,0.020,AAA,111,0,2451490.6750
0.109662,11.1636133,-65.6495214,471,8847-598-1,*,HD 4308 b,22.03,2.44,0.0,6.5E-8,215.79,1.02,,0.93,,0.05,1,Simbad,11.16361,-65.64952,00443925-6538581,11.163566,-65.649498,0.070,0.070,0,5.366,5.101,4.945,0.024,0.016,0.020,AEA,111,0,2451496.5658
0.237699,17.6967542,-66.1881631,472,8855-128-1,*,HD 7199 b,36.16,3.09,0.0,1.7E-8,125.11,0.97,,0.77,,0.27,1,Simbad,17.69675,-66.18816,01104719-6611171,17.696657,-66.188110,0.070,0.070,0,6.664,6.329,6.229,0.024,0.029,0.018,AAA,111,0,2451107.6592
0.060376,54.8484894,-60.0778436,473,8867-913-1,*,HD 23127 b,93.39,1.26,0.0,9.9E-9,81.94,1.64,,1.42,,1.64,1,Simbad,54.84849,-60.07784,03392364-6004402,54.848523,-60.077843,0.100,0.070,0,7.423,7.182,7.087,0.019,0.020,0.018,AAA,111,0,2451596.5426
0.258669,58.9560014,-65.1866747,474,8874-376-1,*,HD 25171 b,56.83,1.32,0.0,2.1E-8,102.24,1.25,,1.53,,,1,Simbad,58.956,-65.18667,03554943-6511122,58.955966,-65.186745,0.060,0.060,90,6.765,6.570,6.489,0.020,0.024,0.023,AAA,111,0,2451501.6716
0.041303,68.9597069,-64.0270322,475,8884-719-1,*,WASP-100 b,331.84,1.2,0.1,1.5E-9,22.07,1.57,0.28,0.77,1.33,1.26,1,Simbad,68.95971,-64.02703,04355033-6401373,68.959728,-64.027039,0.060,0.060,0,9.928,9.715,9.669,0.027,0.022,0.024,AAA,222,0,2451114.8490
0.157616,88.5176664,-60.0234717,476,8892-1247-1,*,HD 40307 b,,3.02,0.0,4.7E-8,250.83,,,,,,0,Simbad,88.51767,-60.02347,05540421-6001245,88.517580,-60.023479,0.090,0.070,90,5.412,4.968,4.793,0.019,0.040,0.016,AEA,111,0,2451593.5323
0.012325,87.1399658,-63.9884367,477,8900-874-1,*,WASP-62 b,171.79,0.17,0.01,2.2E-9,33.24,1.23,0.85,1.11,1.32,0.52,1,Simbad,87.13997,-63.98844,05483359-6359183,87.139961,-63.988434,0.060,0.060,90,9.272,9.008,8.944,0.024,0.024,0.021,AAA,222,0,2451157.7891
0.136631,118.4221664,-63.6473208,478,8915-2808-1,*,HD 65216 b,35.31,1.44,0.0,1.8E-8,116.54,0.88,,0.88,,1.18,1,Simbad,118.42217,-63.64732,07534133-6338502,118.422233,-63.647297,0.080,0.060,0,6.763,6.420,6.329,0.024,0.047,0.027,AAA,111,0,2451550.6574
0.141455,133.4813156,-66.8009936,479,8939-306-1,*,HD 76700 b,60.46,0.93,0.0,1.5E-8,105.5,1.37,,0.99,,0.21,1,Simbad,133.48132,-66.80099,08535550-6648034,133.481250,-66.800964,0.060,0.060,0,6.911,6.613,6.500,0.023,0.036,0.024,AAA,111,0,2451547.6974
0.133535,186.1477856,-61.8199689,480,8975-2606-1,*,NGC 4349 127 b,896.06,1.95,1.4,5.6E-9,103.73,19.98,,0.64,,5.9,1,Simbad,186.14779,-61.81997,12243547-6149120,186.147811,-61.820004,0.060,0.060,0,8.041,7.308,7.109,0.023,0.027,0.021,AAA,111,0,2451656.5190
0.081129,186.4427822,-64.0220892,481,8983-384-1,*,HD 108147 b,,0.92,0.0,4.2E-8,143.44,,,,,,1,Simbad,186.44278,-64.02209,12254627-6401195,186.442802,-64.022110,0.060,0.060,90,6.007,5.832,5.721,0.029,0.027,0.016,AAA,111,0,2451656.5238
0.147747,239.4199669,-60.2002564,482,9023-815-1,*,HD 142415 b,35.67,1.79,0.0,3.0E-8,135.29,1.04,,1.07,,1.67,1,Simbad,239.41997,-60.20026,15574080-6012010,239.420000,-60.200294,0.070,0.060,0,6.235,5.990,5.892,0.019,0.049,0.023,AAA,111,0,2451629.8091
0.058806,245.7506139,-61.6887653,483,9037-233-1,*,HD 147018 b,40.36,1.11,0.0,1.4E-8,105.59,0.92,,0.97,,,1,Simbad,245.75061,-61.68877,16230015-6141195,245.750648,-61.688763,0.070,0.060,0,6.963,6.640,6.571,0.023,0.044,0.021,AAA,111,0,2451639.8790
0.339073,291.2898661,-66.4687989,484,9083-198-1,*,HD 181433 b,26.91,4.31,0.0,1.4E-8,135.95,0.79,,0.63,,0.02,1,Simbad,291.28987,-66.4688,19250951-6628075,291.289646,-66.468765,0.070,0.070,0,6.664,6.243,6.094,0.020,0.029,0.023,AAA,111,0,2451755.5810
0.087893,309.4654606,-60.6344853,485,9100-354-1,*,HD 196050 b,51.35,1.73,0.0,2.7E-8,128.89,1.42,,1.31,,3.18,1,Simbad,309.46546,-60.63449,20375169-6038041,309.465412,-60.634480,0.060,0.060,90,6.378,6.118,6.034,0.021,0.033,0.027,AAA,111,0,2451701.9239
0.055483,28.7338819,-67.6473039,486,9143-238-1,*,HD 11977 b,,8.81,0.0,4.1E-7,730.46,,,,,,0,Simbad,28.73388,-67.6473,01545613-6738503,28.733907,-67.647316,0.290,0.290,0,3.162,2.695,2.590,0.272,0.212,0.240,DCD,333,0,2451505.6414
0.211478,84.2584031,-73.6993458,487,9175-83-1,*,HD 38283 b,37.89,0.51,0.0,5.7E-8,182.77,1.49,,1.37,,0.4,1,Simbad,84.2584,-73.69935,05370199-7341574,84.258298,-73.699295,0.070,0.060,0,5.645,5.339,5.267,0.018,0.044,0.026,AAA,111,0,2451151.6179
0.234471,186.8808067,-71.4229808,488,9236-2866-1,*,HD 108341 b,,2.8,0.0,5.3E-9,74.5,,,,,,1,Simbad,186.88081,-71.42298,12273136-7125225,186.880687,-71.422928,0.060,0.060,0,7.863,7.458,7.326,0.027,0.061,0.021,AAA,111,0,2451922.8405
0.128897,192.2156383,-68.4251519,489,9241-249-1,*,HD 111232 b,28.62,0.38,0.0,2.6E-8,146.18,0.9,,0.84,,7.14,1,Simbad,192.21564,-68.42515,12485177-6825304,192.215721,-68.425133,0.060,0.060,0,6.328,5.975,5.898,0.021,0.023,0.033,AAA,111,0,2451591.8076
0.084035,225.0252817,-73.5353461,490,9270-1491-1,*,HD 131664 b,52.27,1.32,0.0,1.5E-8,96.11,1.08,,1.19,,19.12,1,Simbad,225.02528,-73.53535,15000608-7332073,225.025342,-73.535362,0.060,0.060,0,6.973,6.727,6.647,0.019,0.040,0.020,AAA,111,0,2451621.8161
0.116879,285.0034819,-69.9442428,491,9296-423-1,*,HD 175167 b,71.73,3.42,0.0,1.7E-8,113.52,1.75,,1.37,,8.97,1,Simbad,285.00348,-69.94424,19000083-6956393,285.003494,-69.944275,0.070,0.060,0,6.713,6.381,6.288,0.019,0.018,0.018,AAA,111,0,2451738.5663
0.065188,343.6645086,-70.0737092,492,9340-1818-1,*,HD 216437 b,,1.81,0.0,9.9E-8,252.33,,,,,,0,Simbad,343.66451,-70.07371,22543949-7004254,343.664543,-70.073723,0.110,0.090,0,5.044,4.923,4.518,0.037,0.076,0.031,EEE,111,0,2451510.5736
0.043632,4.052825,-79.8511786,493,9354-780-1,*,HD 1237 b,,0.47,0.0,6.5E-8,229.36,,,,,,1,Simbad,4.05282,-79.85118,00161266-7951042,4.052764,-79.851173,0.130,0.070,0,5.366,4.990,4.859,0.021,0.038,0.023,EEA,111,0,2451517.6053
0.074628,114.8410575,-78.2789736,494,9385-1045-1,*,HD 63454 b,38.07,1.14,0.0,6.3E-9,94.2,0.77,,0.42,,0.25,1,Simbad,114.84106,-78.27897,07392187-7816442,114.841157,-78.278969,0.130,0.060,0,7.596,7.180,6.998,0.018,0.044,0.027,AAA,111,0,2451510.7739
0.168272,84.2912,-80.4691233,495,9386-2614-1,*,HD 39091 b,,2.65,0.0,1.4E-7,292.33,,,,,,0,Simbad,84.2912,-80.46912,05370988-8028090,84.291188,-80.469170,0.110,0.110,90,4.869,4.424,4.241,0.272,0.226,0.027,DDA,331,0,2451511.7458
0.112567,233.9163383,-80.2045939,496,9437-1921-1,*,HD 137388 b,40.34,0.82,0.0,9.8E-9,101.25,0.88,,0.68,,0.2,1,Simbad,233.91634,-80.20459,15353994-8012164,233.916432,-80.204567,0.100,0.060,0,7.230,6.867,6.763,0.024,0.024,0.023,AAA,111,0,2451623.7941
0.123375,336.8788272,-77.7179233,497,9479-407-1,*,HD 212301 b,53.49,2.23,0.0,2.1E-8,100.88,1.16,,1.55,,0.51,1,Simbad,336.87883,-77.71792,22273094-7743044,336.878957,-77.717903,0.090,0.060,0,6.765,6.522,6.466,0.020,0.029,0.021,AAA,111,0,2451519.5524
3.658920,336.8788272,-77.7179233,497,9479-407-1,*,HD 212301 b,53.49,2.23,0.0,2.1E-8,100.88,1.16,,1.55,,0.51,1,Simbad,336.87883,-77.71792,22272978-7743040,336.874087,-77.717796,0.110,0.090,0,7.566,6.767,7.041,0.054,0.106,9.998,AAF,111,0,2451519.5524
0.230125,242.5626131,-84.2316131,498,9522-552-1,*,HD 142022 b,34.33,1.72,0.0,2.3E-8,141.33,1.04,,0.9,,4.44,1,Simbad,242.56261,-84.23161,16101494-8413536,242.562259,-84.231560,0.240,0.060,0,6.384,6.100,5.964,0.021,0.034,0.027,AAA,111,0,2451625.7662
